shipment_id,order_id,carrier,ship_timestamp,promised_delivery,actual_delivery,status
SHP001597,O004617,Delhivery,2026-08-08T17:15:20.880590,2026-08-13T17:15:20.880590,2026-08-13T17:15:20.880590,DELAYED
SHP001598,O003289,BlueDart,2026-08-29T15:09:20.880590,2026-08-31T15:09:20.880590,2026-09-02T15:09:20.880590,DELAYED
SHP001599,O001107,UPS,2026-08-28T19:51:20.880590,2026-09-01T19:51:20.880590,2026-08-31T19:51:20.880590,IN_TRANSIT
SHP001600,O000109,FedEx,2026-08-16T19:46:20.880590,2026-08-23T19:46:20.880590,2026-08-23T19:46:20.880590,DELIVERED
SHP001601,O001801,DHL,2026-08-31T00:06:20.880590,2026-09-01T00:06:20.880590,2026-08-31T00:06:20.880590,DELAYED
SHP001602,O002385,FedEx,2026-08-10T16:13:20.880590,2026-08-13T16:13:20.880590,2026-08-13T16:13:20.880590,DELAYED
SHP001603,O001852,DHL,2026-08-21T00:58:20.880590,2026-08-25T00:58:20.880590,2026-08-25T00:58:20.880590,DELIVERED
SHP001604,O004655,Delhivery,2026-08-26T23:28:20.880590,2026-09-01T23:28:20.880590,2026-09-02T23:28:20.880590,IN_TRANSIT
SHP001605,O003386,BlueDart,2026-08-19T09:56:20.880590,2026-08-21T09:56:20.880590,2026-08-23T09:56:20.880590,DELAYED
SHP001606,O001595,UPS,2026-08-29T15:45:20.880590,2026-08-30T15:45:20.880590,2026-09-01T15:45:20.880590,DELAYED
SHP001607,O001285,FedEx,2026-08-24T05:50:20.880590,2026-08-27T05:50:20.880590,2026-08-27T05:50:20.880590,IN_TRANSIT
SHP001608,O003312,DHL,2026-08-21T22:55:20.880590,2026-08-22T22:55:20.880590,2026-08-22T22:55:20.880590,DELIVERED
SHP001609,O000307,FedEx,2026-08-18T10:16:20.880590,2026-08-20T10:16:20.880590,2026-08-20T10:16:20.880590,DELIVERED
SHP001610,O003132,BlueDart,2026-08-24T00:02:20.880590,2026-08-28T00:02:20.880590,2026-08-27T00:02:20.880590,DELIVERED
SHP001611,O000646,UPS,2026-08-23T10:00:20.880590,2026-08-28T10:00:20.880590,2026-08-30T10:00:20.880590,DELAYED
SHP001612,O002150,DHL,2026-08-09T00:54:20.880590,2026-08-14T00:54:20.880590,2026-08-14T00:54:20.880590,DELAYED
SHP001613,O002760,DHL,2026-08-07T14:29:20.880590,2026-08-11T14:29:20.880590,2026-08-12T14:29:20.880590,IN_TRANSIT
SHP001614,O004443,DHL,2026-08-09T00:52:20.880590,2026-08-16T00:52:20.880590,2026-08-16T00:52:20.880590,DELIVERED
SHP001615,O001042,BlueDart,2026-09-02T09:57:20.880590,2026-09-07T09:57:20.880590,2026-09-09T09:57:20.880590,IN_TRANSIT
SHP001616,O003981,Delhivery,2026-08-19T14:14:20.880590,2026-08-20T14:14:20.880590,2026-08-22T14:14:20.880590,DELAYED
SHP001617,O001587,BlueDart,2026-08-24T10:14:20.880590,2026-08-25T10:14:20.880590,2026-08-25T10:14:20.880590,DELIVERED
SHP001618,O003203,Delhivery,2026-08-28T14:45:20.880590,2026-08-31T14:45:20.880590,2026-09-02T14:45:20.880590,IN_TRANSIT
SHP001619,O002482,FedEx,2026-08-20T20:05:20.880590,2026-08-21T20:05:20.880590,2026-08-21T20:05:20.880590,DELIVERED
SHP001620,O004550,FedEx,2026-08-18T20:53:20.880590,2026-08-21T20:53:20.880590,2026-08-23T20:53:20.880590,DELAYED
SHP001621,O001568,DHL,2026-08-24T22:33:20.880590,2026-08-26T22:33:20.880590,2026-08-27T22:33:20.880590,DELIVERED
SHP001622,O000630,UPS,2026-08-28T02:04:20.880590,2026-08-31T02:04:20.880590,2026-08-30T02:04:20.880590,DELIVERED
SHP001623,O000901,Delhivery,2026-08-10T09:53:20.880590,2026-08-11T09:53:20.880590,2026-08-11T09:53:20.880590,IN_TRANSIT
SHP001624,O004811,DHL,2026-08-24T09:11:20.880590,2026-08-27T09:11:20.880590,2026-08-26T09:11:20.880590,DELAYED
SHP001625,O004701,BlueDart,2026-08-18T08:53:20.880590,2026-08-19T08:53:20.880590,2026-08-20T08:53:20.880590,DELIVERED
SHP001626,O002161,BlueDart,2026-08-08T04:11:20.880590,2026-08-15T04:11:20.880590,2026-08-14T04:11:20.880590,DELAYED
SHP001627,O001017,DHL,2026-09-01T21:40:20.880590,2026-09-08T21:40:20.880590,2026-09-10T21:40:20.880590,DELAYED
SHP001628,O002584,BlueDart,2026-08-12T18:09:20.880590,2026-08-18T18:09:20.880590,2026-08-20T18:09:20.880590,DELIVERED
SHP001629,O003983,BlueDart,2026-08-20T21:13:20.880590,2026-08-25T21:13:20.880590,2026-08-27T21:13:20.880590,DELAYED
SHP001630,O002372,DHL,2026-08-16T16:20:20.880590,2026-08-17T16:20:20.880590,2026-08-17T16:20:20.880590,IN_TRANSIT
SHP001631,O002302,DHL,2026-08-10T15:09:20.880590,2026-08-12T15:09:20.880590,2026-08-11T15:09:20.880590,DELAYED
SHP001632,O000909,Delhivery,2026-08-11T18:37:20.880590,2026-08-17T18:37:20.880590,2026-08-16T18:37:20.880590,IN_TRANSIT
SHP001633,O002801,DHL,2026-08-07T12:01:20.880590,2026-08-13T12:01:20.880590,2026-08-13T12:01:20.880590,DELIVERED
SHP001634,O000949,BlueDart,2026-08-21T09:19:20.880590,2026-08-28T09:19:20.880590,2026-08-30T09:19:20.880590,DELAYED
SHP001635,O002538,UPS,2026-08-07T03:50:20.880590,2026-08-11T03:50:20.880590,2026-08-10T03:50:20.880590,DELAYED
SHP001636,O003393,DHL,2026-08-23T11:53:20.880590,2026-08-28T11:53:20.880590,2026-08-28T11:53:20.880590,DELIVERED
SHP001637,O003713,DHL,2026-08-24T15:27:20.880590,2026-08-27T15:27:20.880590,2026-08-29T15:27:20.880590,IN_TRANSIT
SHP001638,O001743,DHL,2026-08-31T00:34:20.880590,2026-09-01T00:34:20.880590,2026-09-01T00:34:20.880590,DELIVERED
SHP001639,O002898,BlueDart,2026-08-19T00:19:20.880590,2026-08-22T00:19:20.880590,2026-08-22T00:19:20.880590,IN_TRANSIT
SHP001640,O001250,BlueDart,2026-08-12T18:06:20.880590,2026-08-15T18:06:20.880590,2026-08-16T18:06:20.880590,DELAYED
SHP001641,O000448,BlueDart,2026-08-19T07:00:20.880590,2026-08-25T07:00:20.880590,2026-08-25T07:00:20.880590,DELIVERED
SHP001642,O001760,BlueDart,2026-08-17T04:25:20.880590,2026-08-20T04:25:20.880590,2026-08-20T04:25:20.880590,DELAYED
SHP001643,O004757,Delhivery,2026-09-04T14:41:20.880590,2026-09-09T14:41:20.880590,2026-09-10T14:41:20.880590,DELIVERED
SHP001644,O001882,FedEx,2026-09-03T13:26:20.880590,2026-09-08T13:26:20.880590,2026-09-07T13:26:20.880590,DELAYED
SHP001645,O003221,Delhivery,2026-08-17T11:16:20.880590,2026-08-20T11:16:20.880590,2026-08-19T11:16:20.880590,DELIVERED
SHP001646,O003314,UPS,2026-09-04T17:37:20.880590,2026-09-05T17:37:20.880590,2026-09-04T17:37:20.880590,IN_TRANSIT
SHP001647,O001837,FedEx,2026-08-07T19:53:20.880590,2026-08-11T19:53:20.880590,2026-08-12T19:53:20.880590,IN_TRANSIT
SHP001648,O000536,Delhivery,2026-08-17T16:43:20.880590,2026-08-18T16:43:20.880590,2026-08-18T16:43:20.880590,IN_TRANSIT
SHP001649,O001978,DHL,2026-08-25T02:35:20.880590,2026-08-31T02:35:20.880590,2026-08-30T02:35:20.880590,DELIVERED
SHP001650,O004374,Delhivery,2026-08-08T06:38:20.880590,2026-08-12T06:38:20.880590,2026-08-12T06:38:20.880590,IN_TRANSIT
SHP001651,O000776,FedEx,2026-08-25T13:58:20.880590,2026-08-28T13:58:20.880590,2026-08-28T13:58:20.880590,IN_TRANSIT
SHP001652,O003183,UPS,2026-08-08T18:19:20.880590,2026-08-09T18:19:20.880590,2026-08-08T18:19:20.880590,IN_TRANSIT
SHP001653,O002381,Delhivery,2026-08-27T02:54:20.880590,2026-08-31T02:54:20.880590,2026-09-01T02:54:20.880590,DELAYED
SHP001654,O004600,BlueDart,2026-08-20T17:26:20.880590,2026-08-27T17:26:20.880590,2026-08-29T17:26:20.880590,DELAYED
SHP001655,O002226,Delhivery,2026-09-02T22:52:20.880590,2026-09-05T22:52:20.880590,2026-09-07T22:52:20.880590,DELIVERED
SHP001656,O000100,FedEx,2026-08-28T07:49:20.880590,2026-09-01T07:49:20.880590,2026-08-31T07:49:20.880590,DELIVERED
SHP001657,O003736,BlueDart,2026-08-09T11:54:20.880590,2026-08-10T11:54:20.880590,2026-08-09T11:54:20.880590,IN_TRANSIT
SHP001658,O001818,BlueDart,2026-08-29T04:34:20.880590,2026-09-01T04:34:20.880590,2026-09-03T04:34:20.880590,IN_TRANSIT
SHP001659,O001617,FedEx,2026-09-03T03:52:20.880590,2026-09-10T03:52:20.880590,2026-09-09T03:52:20.880590,IN_TRANSIT
SHP001660,O000846,DHL,2026-08-31T01:55:20.880590,2026-09-01T01:55:20.880590,2026-09-02T01:55:20.880590,DELIVERED
SHP001661,O003467,DHL,2026-09-02T04:05:20.880590,2026-09-03T04:05:20.880590,2026-09-03T04:05:20.880590,DELAYED
SHP001662,O001395,DHL,2026-08-08T03:13:20.880590,2026-08-11T03:13:20.880590,2026-08-11T03:13:20.880590,IN_TRANSIT
SHP001663,O002922,UPS,2026-08-10T23:29:20.880590,2026-08-17T23:29:20.880590,2026-08-19T23:29:20.880590,IN_TRANSIT
SHP001664,O002289,FedEx,2026-08-27T10:28:20.880590,2026-08-29T10:28:20.880590,2026-08-29T10:28:20.880590,DELAYED
SHP001665,O002483,Delhivery,2026-08-30T16:17:20.880590,2026-09-05T16:17:20.880590,2026-09-06T16:17:20.880590,DELAYED
SHP001666,O003065,FedEx,2026-08-22T15:27:20.880590,2026-08-24T15:27:20.880590,2026-08-26T15:27:20.880590,DELIVERED
SHP001667,O000218,FedEx,2026-08-28T21:45:20.880590,2026-09-03T21:45:20.880590,2026-09-03T21:45:20.880590,IN_TRANSIT
SHP001668,O000011,DHL,2026-08-18T03:42:20.880590,2026-08-21T03:42:20.880590,2026-08-23T03:42:20.880590,DELAYED
SHP001669,O004781,FedEx,2026-09-02T17:07:20.880590,2026-09-06T17:07:20.880590,2026-09-07T17:07:20.880590,IN_TRANSIT
SHP001670,O003162,DHL,2026-08-16T19:38:20.880590,2026-08-22T19:38:20.880590,2026-08-24T19:38:20.880590,IN_TRANSIT
SHP001671,O003739,FedEx,2026-09-05T12:45:20.880590,2026-09-06T12:45:20.880590,2026-09-07T12:45:20.880590,DELIVERED
SHP001672,O002486,BlueDart,2026-09-01T21:44:20.880590,2026-09-07T21:44:20.880590,2026-09-07T21:44:20.880590,IN_TRANSIT
SHP001673,O004058,FedEx,2026-08-30T02:43:20.880590,2026-09-01T02:43:20.880590,2026-09-03T02:43:20.880590,IN_TRANSIT
SHP001674,O003082,UPS,2026-08-31T00:00:20.880590,2026-09-06T00:00:20.880590,2026-09-06T00:00:20.880590,DELAYED
SHP001675,O003926,BlueDart,2026-08-14T01:00:20.880590,2026-08-19T01:00:20.880590,2026-08-20T01:00:20.880590,DELAYED
SHP001676,O002137,DHL,2026-08-11T06:26:20.880590,2026-08-13T06:26:20.880590,2026-08-13T06:26:20.880590,DELAYED
SHP001677,O001019,BlueDart,2026-08-16T04:41:20.880590,2026-08-21T04:41:20.880590,2026-08-22T04:41:20.880590,IN_TRANSIT
SHP001678,O003527,DHL,2026-08-08T13:52:20.880590,2026-08-11T13:52:20.880590,2026-08-11T13:52:20.880590,DELAYED
SHP001679,O000830,BlueDart,2026-09-05T05:39:20.880590,2026-09-12T05:39:20.880590,2026-09-12T05:39:20.880590,IN_TRANSIT
SHP001680,O004977,FedEx,2026-08-28T02:35:20.880590,2026-08-29T02:35:20.880590,2026-08-28T02:35:20.880590,IN_TRANSIT
SHP001681,O002778,DHL,2026-08-13T06:14:20.880590,2026-08-17T06:14:20.880590,2026-08-19T06:14:20.880590,DELAYED
SHP001682,O001540,UPS,2026-09-03T22:16:20.880590,2026-09-10T22:16:20.880590,2026-09-10T22:16:20.880590,IN_TRANSIT
SHP001683,O003283,FedEx,2026-08-20T19:33:20.880590,2026-08-27T19:33:20.880590,2026-08-29T19:33:20.880590,DELAYED
SHP001684,O003669,DHL,2026-09-03T04:22:20.880590,2026-09-04T04:22:20.880590,2026-09-04T04:22:20.880590,DELAYED
SHP001685,O002685,UPS,2026-09-04T15:47:20.880590,2026-09-08T15:47:20.880590,2026-09-07T15:47:20.880590,DELIVERED
SHP001686,O001945,UPS,2026-09-03T08:00:20.880590,2026-09-09T08:00:20.880590,2026-09-09T08:00:20.880590,IN_TRANSIT
SHP001687,O004432,BlueDart,2026-08-11T13:36:20.880590,2026-08-15T13:36:20.880590,2026-08-17T13:36:20.880590,DELIVERED
SHP001688,O002640,FedEx,2026-08-23T12:56:20.880590,2026-08-28T12:56:20.880590,2026-08-27T12:56:20.880590,IN_TRANSIT
SHP001689,O001423,BlueDart,2026-08-08T03:28:20.880590,2026-08-09T03:28:20.880590,2026-08-08T03:28:20.880590,DELIVERED
SHP001690,O000911,DHL,2026-08-10T17:01:20.880590,2026-08-11T17:01:20.880590,2026-08-11T17:01:20.880590,IN_TRANSIT
SHP001691,O003402,DHL,2026-08-10T10:01:20.880590,2026-08-17T10:01:20.880590,2026-08-19T10:01:20.880590,IN_TRANSIT
SHP001692,O004603,UPS,2026-08-15T19:42:20.880590,2026-08-22T19:42:20.880590,2026-08-22T19:42:20.880590,DELAYED
SHP001693,O004213,DHL,2026-09-04T10:25:20.880590,2026-09-06T10:25:20.880590,2026-09-05T10:25:20.880590,DELIVERED
SHP001694,O000385,Delhivery,2026-08-07T02:44:20.880590,2026-08-12T02:44:20.880590,2026-08-12T02:44:20.880590,DELAYED
SHP001695,O004349,UPS,2026-08-15T20:27:20.880590,2026-08-21T20:27:20.880590,2026-08-22T20:27:20.880590,DELAYED
SHP001696,O000420,Delhivery,2026-09-04T11:31:20.880590,2026-09-11T11:31:20.880590,2026-09-12T11:31:20.880590,IN_TRANSIT
SHP001697,O001611,FedEx,2026-08-12T21:04:20.880590,2026-08-13T21:04:20.880590,2026-08-12T21:04:20.880590,IN_TRANSIT
SHP001698,O004336,DHL,2026-08-19T00:01:20.880590,2026-08-23T00:01:20.880590,2026-08-24T00:01:20.880590,DELAYED
SHP001699,O003381,UPS,2026-08-18T05:02:20.880590,2026-08-21T05:02:20.880590,2026-08-22T05:02:20.880590,DELIVERED
SHP001700,O001135,FedEx,2026-09-03T15:13:20.880590,2026-09-04T15:13:20.880590,2026-09-06T15:13:20.880590,DELAYED
SHP001701,O001145,DHL,2026-08-13T06:11:20.880590,2026-08-17T06:11:20.880590,2026-08-17T06:11:20.880590,DELIVERED
SHP001702,O003258,UPS,2026-08-31T00:14:20.880590,2026-09-01T00:14:20.880590,2026-09-02T00:14:20.880590,IN_TRANSIT
SHP001703,O001830,DHL,2026-08-09T22:22:20.880590,2026-08-11T22:22:20.880590,2026-08-11T22:22:20.880590,IN_TRANSIT
SHP001704,O000954,BlueDart,2026-08-18T23:22:20.880590,2026-08-23T23:22:20.880590,2026-08-23T23:22:20.880590,IN_TRANSIT
SHP001705,O001551,UPS,2026-08-30T02:54:20.880590,2026-09-05T02:54:20.880590,2026-09-07T02:54:20.880590,DELAYED
SHP001706,O003391,BlueDart,2026-08-10T01:38:20.880590,2026-08-14T01:38:20.880590,2026-08-14T01:38:20.880590,DELIVERED
SHP001707,O001208,FedEx,2026-08-18T03:43:20.880590,2026-08-25T03:43:20.880590,2026-08-27T03:43:20.880590,DELAYED
SHP001708,O004683,FedEx,2026-08-10T03:23:20.880590,2026-08-16T03:23:20.880590,2026-08-16T03:23:20.880590,IN_TRANSIT
SHP001709,O004372,FedEx,2026-08-13T10:14:20.880590,2026-08-19T10:14:20.880590,2026-08-20T10:14:20.880590,IN_TRANSIT
SHP001710,O001433,BlueDart,2026-08-11T16:29:20.880590,2026-08-16T16:29:20.880590,2026-08-16T16:29:20.880590,IN_TRANSIT
SHP001711,O002131,Delhivery,2026-09-02T14:23:20.880590,2026-09-09T14:23:20.880590,2026-09-11T14:23:20.880590,DELAYED
SHP001712,O001356,FedEx,2026-08-21T15:54:20.880590,2026-08-24T15:54:20.880590,2026-08-24T15:54:20.880590,DELAYED
SHP001713,O002108,UPS,2026-08-25T22:07:20.880590,2026-08-28T22:07:20.880590,2026-08-30T22:07:20.880590,IN_TRANSIT
SHP001714,O003517,Delhivery,2026-08-18T08:38:20.880590,2026-08-22T08:38:20.880590,2026-08-24T08:38:20.880590,DELIVERED
SHP001715,O000610,UPS,2026-08-12T08:16:20.880590,2026-08-19T08:16:20.880590,2026-08-19T08:16:20.880590,DELIVERED
SHP001716,O003491,UPS,2026-08-09T04:01:20.880590,2026-08-10T04:01:20.880590,2026-08-12T04:01:20.880590,DELAYED
SHP001717,O000201,UPS,2026-08-30T17:06:20.880590,2026-09-04T17:06:20.880590,2026-09-05T17:06:20.880590,IN_TRANSIT
SHP001718,O002736,UPS,2026-08-10T22:26:20.880590,2026-08-16T22:26:20.880590,2026-08-16T22:26:20.880590,DELAYED
SHP001719,O003184,FedEx,2026-08-09T14:21:20.880590,2026-08-16T14:21:20.880590,2026-08-17T14:21:20.880590,DELAYED
SHP001720,O004996,DHL,2026-08-28T20:30:20.880590,2026-08-30T20:30:20.880590,2026-08-30T20:30:20.880590,DELAYED
SHP001721,O001245,DHL,2026-08-11T12:25:20.880590,2026-08-17T12:25:20.880590,2026-08-17T12:25:20.880590,IN_TRANSIT
SHP001722,O003834,FedEx,2026-08-17T18:30:20.880590,2026-08-18T18:30:20.880590,2026-08-19T18:30:20.880590,DELIVERED
SHP001723,O003239,DHL,2026-08-25T02:52:20.880590,2026-08-27T02:52:20.880590,2026-08-27T02:52:20.880590,DELIVERED
SHP001724,O004168,UPS,2026-08-21T19:18:20.880590,2026-08-22T19:18:20.880590,2026-08-24T19:18:20.880590,DELIVERED
SHP001725,O002618,UPS,2026-08-15T00:47:20.880590,2026-08-21T00:47:20.880590,2026-08-23T00:47:20.880590,DELAYED
SHP001726,O004012,BlueDart,2026-09-01T21:34:20.880590,2026-09-08T21:34:20.880590,2026-09-08T21:34:20.880590,DELAYED
SHP001727,O004680,FedEx,2026-08-27T18:48:20.880590,2026-09-01T18:48:20.880590,2026-09-01T18:48:20.880590,IN_TRANSIT
SHP001728,O002588,UPS,2026-09-02T09:41:20.880590,2026-09-03T09:41:20.880590,2026-09-05T09:41:20.880590,DELAYED
SHP001729,O002088,BlueDart,2026-08-13T16:56:20.880590,2026-08-16T16:56:20.880590,2026-08-15T16:56:20.880590,DELIVERED
SHP001730,O003928,FedEx,2026-08-09T23:44:20.880590,2026-08-13T23:44:20.880590,2026-08-14T23:44:20.880590,DELIVERED
SHP001731,O004323,BlueDart,2026-08-16T23:59:20.880590,2026-08-18T23:59:20.880590,2026-08-18T23:59:20.880590,IN_TRANSIT
SHP001732,O003794,BlueDart,2026-09-05T18:35:20.880590,2026-09-06T18:35:20.880590,2026-09-05T18:35:20.880590,DELIVERED
SHP001733,O004552,UPS,2026-08-23T15:50:20.880590,2026-08-29T15:50:20.880590,2026-08-29T15:50:20.880590,DELIVERED
SHP001734,O000251,DHL,2026-08-16T12:36:20.880590,2026-08-21T12:36:20.880590,2026-08-20T12:36:20.880590,IN_TRANSIT
SHP001735,O002042,DHL,2026-08-25T04:03:20.880590,2026-08-31T04:03:20.880590,2026-09-02T04:03:20.880590,DELAYED
SHP001736,O004736,FedEx,2026-08-13T17:03:20.880590,2026-08-19T17:03:20.880590,2026-08-19T17:03:20.880590,DELAYED
SHP001737,O001142,Delhivery,2026-09-01T11:34:20.880590,2026-09-05T11:34:20.880590,2026-09-05T11:34:20.880590,DELIVERED
SHP001738,O000323,BlueDart,2026-08-12T02:15:20.880590,2026-08-18T02:15:20.880590,2026-08-20T02:15:20.880590,DELAYED
SHP001739,O000682,FedEx,2026-08-16T06:50:20.880590,2026-08-22T06:50:20.880590,2026-08-23T06:50:20.880590,DELIVERED
SHP001740,O002893,UPS,2026-08-26T11:33:20.880590,2026-08-31T11:33:20.880590,2026-08-31T11:33:20.880590,DELIVERED
SHP001741,O000022,BlueDart,2026-08-15T10:16:20.880590,2026-08-17T10:16:20.880590,2026-08-16T10:16:20.880590,DELIVERED
SHP001742,O003680,DHL,2026-09-04T03:32:20.880590,2026-09-09T03:32:20.880590,2026-09-09T03:32:20.880590,DELIVERED
SHP001743,O003850,UPS,2026-08-31T20:27:20.880590,2026-09-07T20:27:20.880590,2026-09-06T20:27:20.880590,IN_TRANSIT
SHP001744,O004015,Delhivery,2026-08-14T08:21:20.880590,2026-08-20T08:21:20.880590,2026-08-21T08:21:20.880590,DELIVERED
SHP001745,O003241,UPS,2026-09-04T16:42:20.880590,2026-09-05T16:42:20.880590,2026-09-05T16:42:20.880590,DELAYED
SHP001746,O002896,UPS,2026-08-21T22:50:20.880590,2026-08-22T22:50:20.880590,2026-08-21T22:50:20.880590,DELIVERED
SHP001747,O000662,DHL,2026-08-23T14:22:20.880590,2026-08-28T14:22:20.880590,2026-08-27T14:22:20.880590,DELAYED
SHP001748,O004406,UPS,2026-08-20T21:00:20.880590,2026-08-26T21:00:20.880590,2026-08-26T21:00:20.880590,DELIVERED
SHP001749,O001417,FedEx,2026-08-26T14:17:20.880590,2026-09-01T14:17:20.880590,2026-08-31T14:17:20.880590,DELIVERED
SHP001750,O003428,DHL,2026-08-16T14:34:20.880590,2026-08-20T14:34:20.880590,2026-08-20T14:34:20.880590,DELIVERED
SHP001751,O002640,DHL,2026-08-18T00:14:20.880590,2026-08-20T00:14:20.880590,2026-08-22T00:14:20.880590,DELIVERED
SHP001752,O001560,UPS,2026-08-07T04:29:20.880590,2026-08-13T04:29:20.880590,2026-08-13T04:29:20.880590,DELAYED
SHP001753,O001618,BlueDart,2026-08-19T13:24:20.880590,2026-08-22T13:24:20.880590,2026-08-22T13:24:20.880590,DELAYED
SHP001754,O003562,Delhivery,2026-08-12T06:43:20.880590,2026-08-14T06:43:20.880590,2026-08-16T06:43:20.880590,DELIVERED
SHP001755,O000917,BlueDart,2026-09-03T15:29:20.880590,2026-09-09T15:29:20.880590,2026-09-10T15:29:20.880590,DELIVERED
SHP001756,O003458,BlueDart,2026-08-12T16:49:20.880590,2026-08-17T16:49:20.880590,2026-08-18T16:49:20.880590,DELAYED
SHP001757,O002504,DHL,2026-08-28T12:08:20.880590,2026-08-30T12:08:20.880590,2026-08-30T12:08:20.880590,DELIVERED
SHP001758,O003063,UPS,2026-08-18T15:06:20.880590,2026-08-21T15:06:20.880590,2026-08-20T15:06:20.880590,DELIVERED
SHP001759,O000816,BlueDart,2026-08-24T18:53:20.880590,2026-08-28T18:53:20.880590,2026-08-28T18:53:20.880590,DELAYED
SHP001760,O000036,DHL,2026-08-28T04:33:20.880590,2026-09-03T04:33:20.880590,2026-09-05T04:33:20.880590,IN_TRANSIT
SHP001761,O002714,Delhivery,2026-08-20T06:20:20.880590,2026-08-21T06:20:20.880590,2026-08-20T06:20:20.880590,IN_TRANSIT
SHP001762,O000779,BlueDart,2026-09-05T21:49:20.880590,2026-09-09T21:49:20.880590,2026-09-09T21:49:20.880590,DELIVERED
SHP001763,O003383,FedEx,2026-09-02T11:02:20.880590,2026-09-07T11:02:20.880590,2026-09-06T11:02:20.880590,DELAYED
SHP001764,O002423,DHL,2026-08-12T22:58:20.880590,2026-08-13T22:58:20.880590,2026-08-13T22:58:20.880590,DELIVERED
SHP001765,O000149,Delhivery,2026-08-21T12:35:20.880590,2026-08-28T12:35:20.880590,2026-08-29T12:35:20.880590,DELAYED
SHP001766,O003406,DHL,2026-09-02T03:26:20.880590,2026-09-08T03:26:20.880590,2026-09-08T03:26:20.880590,DELIVERED
SHP001767,O001331,UPS,2026-08-22T01:45:20.880590,2026-08-25T01:45:20.880590,2026-08-25T01:45:20.880590,DELAYED
SHP001768,O001333,FedEx,2026-08-18T04:31:20.880590,2026-08-24T04:31:20.880590,2026-08-26T04:31:20.880590,DELIVERED
SHP001769,O004123,Delhivery,2026-08-21T19:43:20.880590,2026-08-23T19:43:20.880590,2026-08-24T19:43:20.880590,DELAYED
SHP001770,O002492,FedEx,2026-08-27T07:32:20.880590,2026-08-30T07:32:20.880590,2026-08-30T07:32:20.880590,DELAYED
SHP001771,O002508,BlueDart,2026-08-09T15:57:20.880590,2026-08-13T15:57:20.880590,2026-08-13T15:57:20.880590,IN_TRANSIT
SHP001772,O004881,UPS,2026-08-16T02:12:20.880590,2026-08-17T02:12:20.880590,2026-08-16T02:12:20.880590,DELIVERED
SHP001773,O002701,FedEx,2026-08-12T07:54:20.880590,2026-08-19T07:54:20.880590,2026-08-19T07:54:20.880590,IN_TRANSIT
SHP001774,O003567,FedEx,2026-08-30T02:41:20.880590,2026-09-03T02:41:20.880590,2026-09-04T02:41:20.880590,DELAYED
SHP001775,O004524,Delhivery,2026-08-31T18:50:20.880590,2026-09-02T18:50:20.880590,2026-09-03T18:50:20.880590,DELIVERED
SHP001776,O000676,BlueDart,2026-08-17T02:51:20.880590,2026-08-20T02:51:20.880590,2026-08-22T02:51:20.880590,DELAYED
SHP001777,O001950,DHL,2026-08-07T21:49:20.880590,2026-08-10T21:49:20.880590,2026-08-10T21:49:20.880590,DELAYED
SHP001778,O000058,Delhivery,2026-08-30T03:44:20.880590,2026-09-03T03:44:20.880590,2026-09-02T03:44:20.880590,DELAYED
SHP001779,O000553,UPS,2026-08-26T17:01:20.880590,2026-09-02T17:01:20.880590,2026-09-02T17:01:20.880590,DELIVERED
SHP001780,O001804,UPS,2026-09-03T18:46:20.880590,2026-09-09T18:46:20.880590,2026-09-09T18:46:20.880590,DELAYED
SHP001781,O002986,Delhivery,2026-08-20T11:39:20.880590,2026-08-22T11:39:20.880590,2026-08-21T11:39:20.880590,IN_TRANSIT
SHP001782,O004617,BlueDart,2026-08-23T02:34:20.880590,2026-08-27T02:34:20.880590,2026-08-27T02:34:20.880590,IN_TRANSIT
SHP001783,O004912,Delhivery,2026-08-29T15:05:20.880590,2026-09-05T15:05:20.880590,2026-09-04T15:05:20.880590,DELIVERED
SHP001784,O003680,Delhivery,2026-08-15T15:09:20.880590,2026-08-22T15:09:20.880590,2026-08-24T15:09:20.880590,DELIVERED
SHP001785,O002503,UPS,2026-08-07T21:25:20.880590,2026-08-11T21:25:20.880590,2026-08-12T21:25:20.880590,DELIVERED
SHP001786,O002049,UPS,2026-08-27T04:21:20.880590,2026-09-03T04:21:20.880590,2026-09-02T04:21:20.880590,DELIVERED
SHP001787,O000005,Delhivery,2026-08-24T18:22:20.880590,2026-08-29T18:22:20.880590,2026-08-29T18:22:20.880590,DELAYED
SHP001788,O003808,DHL,2026-09-02T00:29:20.880590,2026-09-09T00:29:20.880590,2026-09-08T00:29:20.880590,IN_TRANSIT
SHP001789,O001488,DHL,2026-08-14T16:47:20.880590,2026-08-21T16:47:20.880590,2026-08-21T16:47:20.880590,DELIVERED
SHP001790,O004274,Delhivery,2026-08-24T07:17:20.880590,2026-08-31T07:17:20.880590,2026-09-01T07:17:20.880590,DELIVERED
SHP001791,O004211,FedEx,2026-08-07T09:53:20.880590,2026-08-10T09:53:20.880590,2026-08-11T09:53:20.880590,IN_TRANSIT
SHP001792,O001065,Delhivery,2026-08-10T06:15:20.880590,2026-08-16T06:15:20.880590,2026-08-18T06:15:20.880590,DELAYED
SHP001793,O001862,DHL,2026-09-02T18:15:20.880590,2026-09-08T18:15:20.880590,2026-09-09T18:15:20.880590,IN_TRANSIT
SHP001794,O000867,DHL,2026-08-24T19:51:20.880590,2026-08-30T19:51:20.880590,2026-08-30T19:51:20.880590,DELAYED
